OBJECTID,COUSUBNS,GEOID,NAMELSAD,CLASSFP,ALAND,AWATER,INTPTLAT,INTPTLON
287,1938689,4816391055,Dilley CCD,Z5,542589303,135743,28.7244583,-99.2685984
288,1939008,4816392635,Moore CCD,Z5,470745487,354723,29.017102,-98.9307806
289,1939077,4816392980,Pearsall CCD,Z5,1922418712,1703155,28.8748527,-99.1093364
290,1939179,4816593485,Seagraves CCD,Z5,1134386327,1198499,32.8606424,-102.4562003
291,1939186,4816593520,Seminole CCD,Z5,2756716140,64447,32.6898648,-102.7244344
292,1938549,4816790370,Bolivar Peninsula CCD,Z5,137491154,725494718,29.4621074,-94.6771549
293,1938766,4816791445,Galveston CCD,Z5,108415015,510669647,29.233453,-94.8884558
294,1938901,4816792100,La Marque-Hitchcock CCD,Z5,193973081,22833335,29.3036252,-95.0323847
295,1939258,4816793880,Texas City-League City CCD,Z5,542467076,22013655,29.438943,-95.0649056
296,1939104,4816993108,Post East CCD,Z5,1394213281,5711371,33.1514982,-101.1985034
297,1939103,4816993118,Post West CCD,Z5,919723843,1497871,33.2176914,-101.4441616
298,1938756,4817191395,Fredericksburg CCD,Z5,742109472,2417353,30.3250929,-98.9418498
299,1938826,4817191725,Harper CCD,Z5,1033243321,1521075,30.3509668,-99.1649194
300,1938757,4817193757,Stonewall CCD,Z5,965378512,5062173,30.3169539,-98.6940603
301,1938768,4817391455,Garden City North CCD,Z5,1219156985,1191071,31.971364,-101.5040105
302,1938769,4817391460,Garden City South CCD,Z5,1112395989,1054231,31.7630407,-101.5509182
303,1938788,4817591555,Goliad North CCD,Z5,646554341,5126202,28.7573026,-97.4248165
304,1938789,4817591560,Goliad South CCD,Z5,1163945764,6065195,28.5095681,-97.4804022
305,1939305,4817594115,Weesatche-Ander CCD,Z5,396198507,7858618,28.8281756,-97.3244089
306,1938792,4817790868,Cost-Wrightsboro CCD,Z5,503482393,980310,29.3814276,-97.4518511
307,1938790,4817791565,Gonzales CCD,Z5,530614463,1551567,29.5144152,-97.3313923
308,1938791,4817791733,Harwood-Ottine CCD,Z5,475580483,3640795,29.5813558,-97.5441928
309,1939033,4817792760,Nixon CCD,Z5,473562794,1215251,29.4015569,-97.7099804
310,1939201,4817793595,Smiley CCD,Z5,439823409,472761,29.2305845,-97.6044328
311,1939294,4817794060,Waelder CCD,Z5,339641320,343402,29.6756479,-97.2914926
312,1939073,4817992172,Lefors CCD,Z5,1526019153,6742480,35.4298633,-100.7708392
313,1938954,4817992365,McLean CCD,Z5,335934965,717399,35.2518805,-100.6494526
314,1939072,4817992955,Pampa CCD,Z5,536307561,1240911,35.4177088,-101.0153021
315,1938703,4818191125,East Grayson CCD,Z5,1008235391,3283544,33.586236,-96.5185032
316,1939049,4818192840,Northwest Grayson CCD,Z5,799295727,102688782,33.7441964,-96.7861353
317,1939219,4818193685,Southwest Grayson CCD,Z5,608502415,14102576,33.5059807,-96.7834340
318,1938781,4818391520,Gladewater CCD,Z5,111343649,720279,32.5119619,-94.9153155
319,1938885,4818392020,Kilgore CCD,Z5,46450939,92955,32.3936195,-94.8524095
320,1938937,4818392093,Lakeport CCD,Z5,105104998,3963809,32.3852731,-94.7143062
321,1939158,4818392193,Liberty City CCD,Z5,151088091,226743,32.4315582,-94.9050147
322,1938935,4818392270,Longview CCD,Z5,192622057,1024965,32.5062336,-94.7716329
323,1938936,4818392275,Longview Northwest CCD,Z5,101442416,177709,32.6006617,-94.7582200
324,1938491,4818590080,Anderson-Bedias CCD,Z5,1316466949,27589765,30.6477805,-96.0105534
325,1939023,4818592710,Navasota CCD,Z5,723061393,9020082,30.3482134,-95.9658155
326,1938811,4818792793,Northeast Guadalupe CCD,Z5,550398884,2795126,29.684458,-97.8215257
327,1939176,4818793470,Schertz-Cibolo CCD,Z5,218693542,1610571,29.6075427,-98.1631744
328,1939182,4818793500,Seguin CCD,Z5,419274088,3755183,29.6143269,-97.9613501
329,1938810,4818793643,Southeast Guadalupe CCD,Z5,281492401,780826,29.4644167,-97.8577585
330,1938812,4818793687,Southwest Guadalupe CCD,Z5,372277138,215331,29.4774401,-98.0714350
331,1938476,4818990005,Abernathy CCD,Z5,606959626,132501,33.9097905,-101.9100343
332,1938816,4818991675,Hale Center CCD,Z5,512226814,37180,34.0721602,-101.9317726
333,1939085,4818993020,Petersburg CCD,Z5,352324209,0,33.9302917,-101.6538485
334,1939093,4818993060,Plainview CCD,Z5,1130598774,76997,34.1956637,-101.7858491
335,1938730,4819191260,Estelline CCD,Z5,854998804,18135297,34.4531894,-100.5763434
336,1938900,4819192095,Lakeview CCD,Z5,542019217,16094767,34.6556227,-100.7638926
337,1938983,4819192510,Memphis CCD,Z5,315024381,7732234,34.6912741,-100.5154557
338,1939274,4819193960,Turkey CCD,Z5,576191213,11404105,34.4398223,-100.8440546
339,1938819,4819391690,Hamilton CCD,Z5,1580669863,884602,31.6474695,-98.1317309
340,1938841,4819391800,Hico CCD,Z5,584338879,354026,31.8787395,-98.0430040
341,1938809,4819591660,Gruver CCD,Z5,1547455185,852095,36.3281309,-101.4337355
342,1939221,4819593695,Spearman CCD,Z5,834841461,696246,36.1841254,-101.2514575
343,1938619,4819790705,Chillicothe CCD,Z5,469121635,659578,34.2392639,-99.5445795
344,1938793,4819791580,Goodlett CCD,Z5,626329751,487206,34.3589695,-99.9064148
345,1939113,4819793160,Quanah CCD,Z5,704886001,3402076,34.2633663,-99.7346331
346,1938892,4819992055,Kountze CCD,Z5,704346950,3517758,30.371619,-94.3559935
347,1938615,4819992332,Lumberton CCD,Z5,129509294,3604388,30.2295993,-94.1762658
348,1939174,4819993460,Saratoga-Batson CCD,Z5,776264423,2578745,30.3442062,-94.5627142
349,1939196,4819993570,Silsbee CCD,Z5,392184784,6078313,30.4147736,-94.1736561
350,1939207,4819993625,Sour Lake CCD,Z5,304306913,2258653,30.156406,-94.4067300
351,1938520,4820190225,Baytown CCD,Z5,121564056,35695659,29.7522771,-94.9855197
352,1938848,4820191835,Houston CCD,Z5,2494061727,73546567,29.8014132,-95.3887412
353,1939040,4820192795,Northeast Harris CCD,Z5,390325830,31279498,29.9550482,-95.0558438
354,1939050,4820192845,Northwest Harris CCD,Z5,1124416168,13721733,30.0099984,-95.6608651
355,1939076,4820192975,Pasadena CCD,Z5,95427971,3222556,29.6803241,-95.1758783
356,1939211,4820193645,Southeast Harris CCD,Z5,195220148,24965699,29.6609715,-95.0614822
357,1938818,4820391685,Hallsville CCD,Z5,610998998,12487755,32.4758771,-94.5360696
358,1938824,4820391715,Harleton CCD,Z5,529792727,1080089,32.6598239,-94.5127930
359,1938967,4820392430,Marshall CCD,Z5,188450121,922035,32.5399187,-94.3765896
360,1939299,4820394085,Waskom CCD,Z5,1001899176,26159458,32.5325634,-94.1907580
361,1938616,4820590690,Channing CCD,Z5,1388163020,635434,35.7167664,-102.3805857
362,1939051,4820590956,Dalhart CCD,Z5,2398272488,2387749,35.8692783,-102.7081464
363,1938828,4820791735,Haskell CCD,Z5,971730868,18161452,33.120371,-99.6317724
364,1939138,4820793285,Rochester CCD,Z5,374698185,2216,33.3271744,-99.8366178
365,1939154,4820793360,Rule CCD,Z5,266127646,27329,33.1977444,-99.9054432
366,1939160,4820793390,Sagerton CCD,Z5,388873186,45947,33.0374543,-99.8688125
367,1939307,4820794125,Weinert CCD,Z5,337673924,228264,33.3340134,-99.6074443
368,1938693,4820991075,Dripping Springs-Wimberley CCD,Z5,930449754,857294,30.1281068,-98.1418604
369,1938894,4820992065,Kyle-Buda CCD,Z5,478080382,2477683,30.0496675,-97.8930872
370,1939168,4820993430,San Marcos CCD,Z5,344503259,1719151,29.8952784,-97.9776847
371,1938596,4821190605,Canadian North CCD,Z5,541400863,139738,35.9436696,-100.4637305
372,1938598,4821190615,Canadian South CCD,Z5,1805869156,15065848,35.8041845,-100.2196484
373,1938506,4821390155,Athens CCD,Z5,695616265,16945727,32.2057985,-95.8223872
374,2378355,4821390652,Cedar Creek Lake CCD,Z5,847910937,106369512,32.223547,-96.0752687
375,1938570,4821390687,Chandler-Brownsboro CCD,Z5,334648450,41905687,32.2934846,-95.5786442
376,1938911,4821392150,LaRue-Poynor CCD,Z5,384906737,28132777,32.1458876,-95.6018962
377,1938709,4821591155,Edcouch-Elsa CCD,Z5,286959726,2941906,26.3046088,-97.9523247
378,1938712,4821591170,Edinburg CCD,Z5,469401540,1561179,26.3468314,-98.1375380
379,1938823,4821591710,Hargill CCD,Z5,152227637,10002680,26.422864,-97.9710985
380,1938949,4821592340,McAllen-Pharr CCD,Z5,352976187,2246788,26.1710986,-98.1998091
381,1939001,4821592600,Mission CCD,Z5,473745255,1217903,26.3248264,-98.3273262
382,1939112,4821593155,Puerto Rico-San Manuel CCD,Z5,1426817162,527954,26.6175624,-98.1948738
383,1939212,4821593650,Southeast Hidalgo CCD,Z5,473023865,7409799,26.1388555,-97.9915604
384,1939239,4821593785,Sullivan City CCD,Z5,433607469,4831396,26.3171031,-98.4636989
385,1938546,4821790355,Blum CCD,Z5,388320090,15231816,32.1103635,-97.3736935
386,1938843,4821791810,Hillsboro CCD,Z5,849298599,13243274,31.9847504,-97.0793161
387,1938850,4821791845,Hubbard-Mount Calm CCD,Z5,247960066,3405799,31.8204135,-96.8428616
388,1938861,4821791900,Itasca CCD,Z5,354518386,2615981,32.1722528,-97.1648751
389,1938957,4821792380,Malone-Penelope CCD,Z5,263384122,2559450,31.8787123,-96.9222629
390,1939324,4821794210,Whitney CCD,Z5,379941383,32488403,31.8982556,-97.2867743
391,1938498,4821990115,Anton CCD,Z5,214157569,0,33.7715552,-102.1822653
392,1938917,4821992180,Levelland CCD,Z5,1443726112,427296,33.6586659,-102.3796457
393,1939145,4821993320,Ropesville CCD,Z5,358638163,0,33.4659916,-102.1861385
394,1939242,4821993800,Sundown CCD,Z5,336202117,18823,33.4445608,-102.4530977
395,1938798,4822191605,Granbury East CCD,Z5,443372764,34861269,32.4484656,-97.7174958
396,1938799,4822191610,Granbury West CCD,Z5,646209504,6914186,32.4234907,-97.9215689
397,1938664,4822390930,Cumby CCD,Z5,420285889,7884088,33.1083428,-95.7849064
398,1939044,4822392815,North Hopkins-Sulphur Bluff CCD,Z5,484145041,34476910,33.2829074,-95.4977645
399,1939087,4822393030,Pickton-Pine Forest CCD,Z5,444808488,4762959,33.0807724,-95.3904894
400,1939187,4822393522,Seymore CCD,Z5,204645200,2018273,33.0157617,-95.5912639
401,1939240,4822393790,Sulphur Springs CCD,Z5,433751393,16490741,33.1537404,-95.5885633
402,1938658,4822590900,Crockett CCD,Z5,719155433,4626367,31.3085512,-95.3712626
403,1938804,4822591635,Grapeland CCD,Z5,897525776,3721444,31.4955668,-95.4314665
404,1938881,4822592000,Kennard-Ratcliff CCD,Z5,462165991,542890,31.367554,-95.1252776
405,1938943,4822592310,Lovelady CCD,Z5,645314648,2550634,31.1033091,-95.5193638
406,1939101,4822593100,Porter Springs CCD,Z5,464117059,2994002,31.2428694,-95.6416269
407,1938535,4822790300,Big Spring CCD,Z5,894981979,6016512,32.1733957,-101.4544985
408,1938536,4822790305,Big Spring North CCD,Z5,1030061389,1790652,32.411417,-101.4996299
409,1938632,4822790770,Coahoma CCD,Z5,407995775,1034617,32.3500086,-101.2469093
410,1938676,4822990990,Dell City CCD,Z5,2437644575,63949,31.915356,-105.3975234
411,1938749,4822991360,Fort Hancock CCD,Z5,3561995271,1565260,31.5319357,-105.7097304
412,1939195,4822993565,Sierra Blanca CCD,Z5,5837965493,560734,31.2611986,-105.1957564
413,1938588,4823190565,Caddo Mills CCD,Z5,206110005,293173,33.0788617,-96.2475565
414,1938610,4823190660,Celeste CCD,Z5,270364107,1612208,33.2859146,-96.2087079
415,1938642,4823190820,Commerce CCD,Z5,289433577,980214,33.30081,-95.9426826
416,1938805,4823191640,Greenville CCD,Z5,563762646,5798156,33.1254747,-96.0969009
417,1938933,4823192260,Lone Oak CCD,Z5,339799547,17933645,33.0825024,-95.9346065
418,1939115,4823193170,Quinlan CCD,Z5,379894794,80710716,32.9082879,-96.1404205
419,1939336,4823194270,Wolfe City CCD,Z5,127302099,433634,33.3496399,-96.0579081
420,1938552,4823390385,Borger CCD,Z5,790608110,10539959,35.7197827,-101.3011483
421,1939232,4823393750,Stinnett CCD,Z5,1507800043,8967543,35.8982135,-101.3878157
422,1938989,4823592540,Mertzon North CCD,Z5,1357762557,11009,31.4178546,-100.9855183
423,1938990,4823592545,Mertzon South CCD,Z5,1365723438,165308,31.1968744,-100.9754186
424,1938575,4823790500,Bryson CCD,Z5,446563691,3523264,33.1414074,-98.3562479
425,1938862,4823791905,Jacksboro CCD,Z5,1475713878,16393619,33.2988863,-98.1569667
426,1939080,4823792995,Perrin CCD,Z5,437128105,3787732,33.0879145,-98.0605663
427,1938713,4823991175,Edna-Cordele CCD,Z5,681543787,20539777,29.0674764,-96.6446534
428,1938767,4823991450,Ganado CCD,Z5,306345510,12689545,29.0344801,-96.4635739
429,1938914,4823992165,La Ward-Lolita CCD,Z5,668798259,32516930,28.8139833,-96.4455521
430,1939283,4823994005,Vanderbilt CCD,Z5,491559137,5293321,28.9283909,-96.7157610
431,1938579,4824190520,Buna CCD,Z5,732293963,5217804,30.4101566,-93.9892378
432,1938865,4824191920,Jasper CCD,Z5,1092513353,71970160,30.9726344,-94.0562518
433,1938889,4824192040,Kirbyville CCD,Z5,606298042,3211943,30.7019919,-93.9976901
434,1938748,4824391355,Fort Davis CCD,Z5,3411416540,85383,30.7653239,-103.8841467
435,1939279,4824393985,Valentine CCD,Z5,2453755699,120823,30.7336592,-104.4582304
436,1938521,4824590230,Beaumont CCD,Z5,197216187,7043554,30.089833,-94.1485060
437,1938895,4824592070,LaBelle CCD,Z5,323974063,20848100,29.9305183,-94.1537988
438,1939035,4824592770,Nome-China CCD,Z5,599122506,4940266,30.0053573,-94.3286230
439,1938704,4824593097,Port Arthur CCD,Z5,244754392,89441341,29.9439502,-93.9591808
440,1939159,4824593385,Sabine Pass CCD,Z5,905734929,488678561,29.7039031,-94.1430342
441,1939045,4824792820,North Jim Hogg CCD,Z5,876640143,54067,27.2399266,-98.7512449
442,1939214,4824793660,South Jim Hogg CCD,Z5,2066034586,38498,26.9539903,-98.6759904
443,1938482,4824990035,Alice CCD,Z5,1021427612,2109191,27.6773893,-98.0982794
444,1939063,4824992910,Orange Grove-Sandia CCD,Z5,831549915,6428076,27.9540421,-98.0568118
445,1939109,4824993140,Premont CCD,Z5,387817850,186105,27.3599123,-98.1458203
446,1938485,4825190050,Alvarado CCD,Z5,434458757,4030479,32.448375,-97.1809192
447,1938582,4825190535,Burleson-Joshua CCD,Z5,286632563,1034398,32.4894231,-97.3932091
448,1938628,4825190750,Cleburne CCD,Z5,550588886,12953701,32.2859713,-97.4438448
449,1938785,4825191540,Godley CCD,Z5,347913685,2422793,32.4189861,-97.5498676
450,1938802,4825191625,Grandview CCD,Z5,257581945,3786370,32.2879574,-97.2131878
451,1938497,4825390110,Anson CCD,Z5,518587554,2583164,32.7592582,-99.9151450
452,1938820,4825391695,Hamlin CCD,Z5,411148254,2143026,32.841051,-100.0707215
453,1938830,4825391745,Hawley-Noodle CCD,Z5,809578867,14246907,32.5915678,-99.8613872
454,1938945,4825392320,Lueders CCD,Z5,312869963,1874641,32.7698313,-99.6947621
455,1939226,4825393720,Stamford CCD,Z5,352892147,1249604,32.905538,-99.7880548
456,1938734,4825591285,Falls City CCD,Z5,295906843,4637642,28.9361745,-98.0479509
457,1938779,4825591510,Gillett CCD,Z5,501388048,3737005,29.0806379,-97.7815688
458,1938877,4825591980,Karnes City CCD,Z5,363414999,2251538,28.8454832,-97.9609816
459,1938880,4825591995,Kenedy CCD,Z5,482586191,2989375,28.7678149,-97.8414496
460,1939155,4825593365,Runge CCD,Z5,293373597,1394755,28.8780414,-97.6985999
461,1938607,4825790653,Cedar Creek Lake CCD,Z5,213761872,40327827,32.3816171,-96.2296556
462,1938653,4825790875,Crandall CCD,Z5,261172106,5391704,32.5546916,-96.4622484
463,1938747,4825791350,Forney CCD,Z5,230453977,5843152,32.7336618,-96.4515769
464,1938878,4825791985,Kaufman CCD,Z5,428966199,5180535,32.4819575,-96.2898918
465,1939255,4825793865,Terrell CCD,Z5,432687667,8530885,32.7463234,-96.2077756
466,1939256,4825793870,Terrell South CCD,Z5,455180779,4228385,32.613508,-96.2334530
467,1938547,4825990360,Boerne CCD,Z5,658458013,1264894,29.8290756,-98.7230375
468,1938641,4825990815,Comfort CCD,Z5,1057289599,231903,30.0144195,-98.7030621
469,1939175,4826193465,Sarita CCD,Z5,3777657843,1261927310,26.8902129,-97.5911434
470,1938866,4826391925,Jayton North CCD,Z5,861303577,244725,33.3147366,-100.7900379
471,1938867,4826391930,Jayton South CCD,Z5,1476178454,820470,33.0881894,-100.7269548
472,1938613,4826590675,Center Point CCD,Z5,335177043,1303054,29.9076941,-99.0015735
473,1938856,4826591875,Ingram CCD,Z5,1954973166,4983951,30.095527,-99.4850985
474,1938884,4826592015,Kerrville CCD,Z5,567467394,3944759,30.0419663,-99.0863798
475,1938873,4826791960,Junction Northwest CCD,Z5,1822982995,6578,30.5541748,-99.8967763
476,1938874,4826791965,Junction Southeast CCD,Z5,1417041044,498931,30.420144,-99.5646720
477,1938815,4826991670,Guthrie CCD,Z5,2359150569,6396290,33.6142675,-100.2453455
478,1938555,4827190400,Brackettville CCD,Z5,3523765247,11885327,29.3470865,-100.4177003
479,1938888,4827392035,Kingsville CCD,Z5,1745012253,515884707,27.4532733,-97.6262746
480,1939133,4827393260,Riviera CCD,Z5,537560191,25156952,27.3231303,-97.8817794
481,1938528,4827590265,Benjamin CCD,Z5,1586567050,12019972,33.6498175,-99.7818375
482,1938794,4827591585,Goree CCD,Z5,190654459,35526,33.4965939,-99.5226083
483,1938890,4827592045,Knox City CCD,Z5,167647971,430271,33.435018,-99.8294999
484,1939020,4827592695,Munday CCD,Z5,258229134,101904,33.4721647,-99.6529800
485,1938532,4827790285,Biardstown CCD,Z5,214774160,4044131,33.5046397,-95.5124882
486,1938544,4827790345,Blossom CCD,Z5,330454952,4255686,33.7119242,-95.3884548
487,1938682,4827791020,Deport CCD,Z5,263632612,1176038,33.4987963,-95.3806149
488,1938849,4827791840,Howland CCD,Z5,154445183,1836735,33.5673379,-95.6397286
489,1939075,4827792970,Paris CCD,Z5,245201544,5761889,33.6617904,-95.5243661
490,1939107,4827793130,Powderly CCD,Z5,242614367,16426519,33.8090468,-95.4990085
491,1939153,4827793355,Roxton CCD,Z5,264133394,2945463,33.5569344,-95.7658311
492,1939241,4827793795,Sumner CCD,Z5,634720434,30302249,33.7751359,-95.7175652
493,1938699,4827991105,Earth CCD,Z5,446246259,57014,34.2358288,-102.4088686
494,1938925,4827992220,Littlefield CCD,Z5,704872352,71491,33.943828,-102.2337025
495,1939061,4827992900,Olton CCD,Z5,539567657,86864,34.1798093,-102.1876795
496,1939237,4827993775,Sudan-Amherst CCD,Z5,941211321,3758395,34.0274683,-102.4929701
497,1938478,4828190015,Adamsville CCD,Z5,601605375,156521,31.2714796,-98.1380756
498,1938907,4828192130,Lampasas CCD,Z5,607056837,745560,31.1227874,-98.1436639
499,1938932,4828192255,Lometa CCD,Z5,636777829,1847822,31.1972082,-98.3972107
500,1938652,4828390870,Cotulla CCD,Z5,2928652377,15078476,28.4216126,-99.0735686
501,1938726,4828391240,Encinal CCD,Z5,921893370,4425263,28.1321529,-99.1747130
502,1938817,4828591680,Hallettsville CCD,Z5,1291483734,1487825,29.410193,-96.8226321
503,1939012,4828592655,Moulton CCD,Z5,341288722,170224,29.5630022,-97.0659678
504,1939194,4828593560,Shiner CCD,Z5,207004186,34360,29.4263367,-97.1450337
505,1939342,4828594300,Yoakum CCD,Z5,671758606,189807,29.2619589,-97.0141296
506,1938778,4828791505,Giddings CCD,Z5,480124742,2323063,30.1739049,-96.9291222
507,1938919,4828792190,Lexington CCD,Z5,537301942,2967854,30.4198355,-97.0839664
508,1938922,4828792205,Lincoln-Dime Box CCD,Z5,611778082,7831645,30.3102662,-96.9016403
509,1938577,4828990510,Buffalo CCD,Z5,400563332,2412109,31.4134751,-96.0349488
510,1938614,4828990680,Centerville CCD,Z5,1014671382,2451233,31.2608725,-95.8912555
511,1938869,4828992427,Marquez CCD,Z5,473444650,9387966,31.2741937,-96.2292387
512,1939036,4828992775,Normangee CCD,Z5,456957143,2272637,31.1154644,-96.1341358
513,1939055,4828992870,Oakwood CCD,Z5,433825519,2804438,31.4820987,-95.7732927
514,1938629,4829190755,Cleveland CCD,Z5,908524613,14006515,30.2917875,-94.9682664
515,1938667,4829190945,Daisetta CCD,Z5,354724590,2720050,30.1133641,-94.6115832
516,1938822,4829191705,Hardin-Rye CCD,Z5,445623213,12675178,30.3118262,-94.7572223
517,1938920,4829192195,Liberty-Dayton CCD,Z5,1291249044,17218752,30.0002845,-94.7814819
518,1938645,4829390835,Coolidge CCD,Z5,260907940,4586432,31.7488521,-96.6735867
519,1938807,4829391650,Groesbeck CCD,Z5,431766252,6421926,31.5326353,-96.6122430
520,1938891,4829392050,Kosse CCD,Z5,277199666,2762012,31.32712,-96.5989216
521,1938991,4829392550,Mexia CCD,Z5,296404414,6341916,31.6880888,-96.5103078
522,1939084,4829393015,Personville CCD,Z5,311792433,24302774,31.5334753,-96.3711473
523,1939108,4829393135,Prairie Hill CCD,Z5,361881896,2992706,31.6542536,-96.7828645
524,1939262,4829393900,Thornton CCD,Z5,405100579,24422455,31.4019717,-96.4906728
525,1938551,4829590380,Booker CCD,Z5,711754493,83854,36.3683427,-100.4102802
526,1938746,4829591345,Follett CCD,Z5,688426068,46274,36.3817151,-100.1413402
527,1938842,4829591805,Higgins CCD,Z5,1014242083,168613,36.1532164,-100.2617192
528,1938777,4829791500,George West CCD,Z5,1525314684,52691305,28.194109,-98.0266638
529,1939263,4829793905,Three Rivers CCD,Z5,1167482225,48792513,28.5194497,-98.1544769
530,1938927,4829992230,Llano North CCD,Z5,1068496339,61283039,30.8154816,-98.6819169
531,1938928,4829992235,Llano South CCD,Z5,1350718197,21058998,30.6107745,-98.6848946
532,1938986,4830192525,Mentone CCD,Z5,1732230053,19981167,31.8449361,-103.5612293
533,1938854,4830391865,Idalou CCD,Z5,429226831,1615617,33.7182984,-101.6569587
534,1938944,4830392315,Lubbock CCD,Z5,1149889638,8065027,33.5760512,-101.8866894
535,1939190,4830393540,Shallowater CCD,Z5,351024756,1379757,33.7302581,-101.9968032
536,1939200,4830393590,Slaton CCD,Z5,389456524,2150396,33.485891,-101.6413323
537,1939057,4830592880,O'Donnell CCD,Z5,521098015,260035,33.0093397,-101.8329758
538,1939246,4830593820,Tahoka CCD,Z5,1472055694,3831521,33.2025905,-101.8450028
539,1939328,4830594230,Wilson CCD,Z5,316771138,78162,33.3235456,-101.6706584
540,1938556,4830790405,Brady CCD,Z5,1007892743,11406868,31.053668,-99.3253366
541,1938982,4830792505,Melvin CCD,Z5,1078917005,5014904,31.271756,-99.4787175
542,1939137,4830793280,Rochelle CCD,Z5,673083784,3864421,31.2938561,-99.1947987
543,1938510,4830990175,Axtell CCD,Z5,271116056,7081130,31.6625593,-96.9770789
544,1938621,4830990715,China Spring CCD,Z5,135918636,1006163,31.6799184,-97.3027810
545,1938657,4830990895,Crawford CCD,Z5,441923842,552811,31.5583849,-97.4445047
546,1938720,4830991210,Elm Mott CCD,Z5,117031612,1418564,31.6765155,-97.1011645
547,1938952,4830992355,McGregor CCD,Z5,212356363,62972,31.4326683,-97.3923530
548,1938968,4830992435,Mart CCD,Z5,247032913,8222706,31.5194584,-96.9259714
549,1939007,4830992631,Moody-Lorena CCD,Z5,348053179,2548970,31.3616214,-97.2772506
550,1939293,4830994055,Waco CCD,Z5,643191158,38594416,31.5247791,-97.1563815
551,1939310,4830994140,West CCD,Z5,268300732,1604361,31.7664229,-97.1385410
552,1939266,4831193920,Tilden CCD,Z5,2952066567,43985124,28.384922,-98.5788529
553,1938955,4831392370,Madisonville CCD,Z5,472070731,5343530,30.9559052,-95.8804959
554,1938996,4831392575,Midway CCD,Z5,282332367,5976457,31.0188802,-95.7441050
555,1939053,4831392860,North Zulch CCD,Z5,452700359,5173267,30.9415165,-96.0920522
556,1938964,4831591937,Jefferson CCD,Z5,515357178,32031831,32.7930387,-94.2145470
557,1938965,4831592092,Lake O' the Pines CCD,Z5,471173140,70067660,32.7990984,-94.5195958
558,1939227,4831793725,Stanton CCD,Z5,391034625,56956,32.2052714,-101.8057210
559,1939249,4831793835,Tarzan-Lenorah CCD,Z5,1978689966,1874876,32.3262186,-101.9643930
560,1938970,4831992445,Mason East CCD,Z5,921293127,3387710,30.7711399,-99.0944057
561,1938971,4831992450,Mason West CCD,Z5,1484380975,5367591,30.6759697,-99.3089059
562,1938519,4832190220,Bay City CCD,Z5,707004328,5297687,29.0266898,-95.9002203
563,1938974,4832192465,Matagorda-Sargent CCD,Z5,880294651,945235285,28.6516495,-95.8769631
564,1939069,4832192940,Palacios CCD,Z5,446808554,386805169,28.6605822,-96.1871057
565,1939265,4832193915,Tidehaven CCD,Z5,796537911,8404423,28.9160955,-96.1559064
566,1938698,4832391100,Eagle Pass CCD,Z5,1263864526,18288072,28.4918138,-100.2629714
567,1939114,4832393165,Quemado CCD,Z5,2049954222,13584344,28.8977972,-100.3569903
568,1938604,4832590645,Castroville-LaCoste CCD,Z5,520225140,5294489,29.4441544,-98.8625732
569,1938684,4832591030,Devine-Natalia CCD,Z5,513675009,2231106,29.1831827,-98.9300315
570,1938686,4832591040,D'Hanis CCD,Z5,1143139375,5510834,29.3444703,-99.3118560
571,1938845,4832591820,Hondo CCD,Z5,1255626686,10723333,29.3857818,-99.0910375
572,1938984,4832792515,Menard East CCD,Z5,980351330,311636,30.8853684,-99.6538663
573,1938985,4832792520,Menard West CCD,Z5,1355886650,301923,30.8948275,-99.9472455
574,1938993,4832992560,Midland CCD,Z5,445227451,1527270,32.013537,-102.1564059
